Time,Hand,Node 1,Node 2,Node 3,Node 4,Node 5,Node 6,Node 7,Node 8,Node 9,Node 10,Node 11,Node 12,Node 13,Node 14,Node 15,Node 16,Node 17,Node 18,Node 19,Node 20,Node 21
13-06-2022 @ 09:57:29,Left,(320.3943634033203:361.77815437316895:3.762250067040895e-09),(335.0389862060547:338.56078147888184:-0.0001991351746255532),(342.7634048461914:311.6762924194336:-0.010972997173666954),(348.04229736328125:289.5215606689453:-0.02132570557296276),(354.8686218261719:271.54558181762695:-0.03278331086039543),(313.8919448852539:295.15843391418457:-0.03992621973156929),(298.7948799133301:258.71618270874023:-0.053006354719400406),(288.772029876709:239.116530418396:-0.05704585090279579),(279.5862579345703:224.3068027496338:-0.0599970780313015),(297.13592529296875:302.80723571777344:-0.04672972857952118),(276.80519104003906:266.5628242492676:-0.061086442321538925),(263.22641372680664:248.22100639343262:-0.06300715357065201),(252.01675415039062:235.33318519592285:-0.06442933529615402),(283.02698135375977:313.88586044311523:-0.0505780465900898),(265.12950897216797:280.88582038879395:-0.06290972232818604),(253.56430053710938:261.24961853027344:-0.06489678472280502),(244.60840225219727:246.66369438171387:-0.06569097191095352),(271.76048278808594:326.43367767333984:-0.05367756262421608),(255.98411560058594:302.5400733947754:-0.06324528902769089),(246.7397689819336:287.6067352294922:-0.06561903655529022),(238.61501693725586:275.1416301727295:-0.06737964600324631)
13-06-2022 @ 09:57:29,Left,(313.22059631347656:350.94526290893555:2.6261026686569267e-09),(315.1309585571289:317.03335762023926:0.019258080050349236),(306.8991279602051:286.25962257385254:0.026342064142227173),(294.24036026000977:264.59095001220703:0.0303361639380455),(282.8532028198242:249.18082237243652:0.034409310668706894),(305.3420829772949:277.6332378387451:0.010509630665183067),(294.8085021972656:251.3323974609375:0.013767660595476627),(285.5404281616211:235.4062557220459:0.01817907765507698),(277.57259368896484:223.58410835266113:0.021143680438399315),(293.5919380187988:285.159273147583:0.001236890209838748),(276.74264907836914:260.34533500671387:0.004486727528274059),(262.96648025512695:247.7640724182129:0.010402290150523186),(251.9512939453125:239.26815032958984:0.014344630762934685),(281.0447692871094:297.2912406921387:-0.005743124987930059),(264.2389106750488:274.6805763244629:-0.0012494364054873586),(252.81702041625977:264.24044609069824:0.007235707249492407),(244.31232452392578:257.61268615722656:0.012514190748333931),(268.6398506164551:312.81641006469727:-0.011742581613361835),(254.55997467041016:295.83752632141113:-0.0069145881570875645),(245.4765510559082:286.5524482727051:-0.0002728772524278611),(238.29191207885742:279.67000007629395:0.004389865789562464)
13-06-2022 @ 09:57:29,Left,(310.86849212646484:347.62993812561035:2.824929179467972e-09),(315.7305145263672:317.9784107208252:0.030728837475180626),(308.4655952453613:292.4278450012207:0.041857268661260605),(294.8388671875:275.4511070251465:0.04904094338417053),(280.9012031555176:266.43885612487793:0.056041594594717026),(306.63015365600586:279.2171573638916:0.008830313570797443),(296.055965423584:251.46769523620605:0.01181356143206358),(287.1167755126953:235.21203517913818:0.017884299159049988),(280.26662826538086:223.91475677490234:0.022333674132823944),(293.62743377685547:284.7418212890625:-0.004849130287766457),(275.6283760070801:256.9417476654053:-0.002351458417251706),(263.15391540527344:243.19948196411133:0.0072557637467980385),(254.16213989257812:234.22893047332764:0.013994161039590836),(280.27156829833984:295.10644912719727:-0.014543389901518822),(261.72088623046875:271.82719230651855:-0.008829042315483093),(252.51209259033203:262.52320289611816:0.00448146928101778),(246.76834106445312:257.19371795654297:0.013005233369767666),(266.8761444091797:309.1912364959717:-0.02239687368273735),(252.3904800415039:292.5538730621338:-0.016147255897521973),(244.42710876464844:283.51844787597656:-0.006899154279381037),(238.8507843017578:276.98058128356934:-0.00034087448148056865)
13-06-2022 @ 09:57:29,Left,(318.5437774658203:359.6073818206787:-2.5857785357352725e-10),(291.8782043457031:355.3133296966553:-0.021875344216823578),(267.74763107299805:339.948034286499:-0.03387487679719925),(257.18637466430664:321.6141986846924:-0.04476979374885559),(257.6965522766113:305.4920768737793:-0.056699372828006744),(282.7981948852539:302.04471588134766:-0.023910576477646828),(272.65174865722656:275.9242343902588:-0.03926461562514305),(265.9001350402832:261.5182399749756:-0.04999994859099388),(260.11253356933594:251.56153678894043:-0.05746690183877945),(299.8665428161621:294.9743843078613:-0.024344133213162422),(291.9633483886719:263.8245391845703:-0.04067767411470413),(285.2862548828125:245.53888320922852:-0.05553198233246803),(278.9928436279297:230.53167343139648:-0.06657850742340088),(317.2798728942871:293.95734786987305:-0.02690793201327324),(312.8778839111328:263.65413665771484:-0.04387299716472626),(306.8272590637207:244.32469367980957:-0.05922887101769447),(301.0540199279785:229.83269691467285:-0.06949019432067871),(335.3289794921875:298.48926544189453:-0.03183123469352722),(336.7841339111328:273.94354820251465:-0.04717406630516052),(335.62442779541016:257.6998043060303:-0.05814944952726364),(333.56727600097656:245.16855239868164:-0.06623119115829468)
13-06-2022 @ 09:57:29,Left,(317.80994415283203:360.8518981933594:-2.112061192605097e-09),(291.34408950805664:355.05188941955566:-0.019131116569042206),(268.5614776611328:339.38292503356934:-0.031926728785037994),(258.1678771972656:322.61372566223145:-0.04496631398797035),(258.8739585876465:307.82898902893066:-0.059185780584812164),(282.7181816101074:300.7745933532715:-0.020587947219610214),(272.4669647216797:275.18285751342773:-0.03788791224360466),(265.6826972961426:261.5654182434082:-0.05099793151021004),(260.3231430053711:252.6167392730713:-0.060269005596637726),(300.00133514404297:294.3489074707031:-0.02410689927637577),(293.34882736206055:262.5641441345215:-0.04272481054067612),(286.90786361694336:244.0974998474121:-0.06104842945933342),(280.47969818115234:229.62324142456055:-0.07450015097856522),(317.491512298584:293.76583099365234:-0.02987166866660118),(313.6697196960449:262.6351547241211:-0.04846932739019394),(308.211612701416:243.29097747802734:-0.06629486382007599),(302.1967315673828:229.5073699951172:-0.07830850780010223),(335.6096649169922:298.59832763671875:-0.03774607554078102),(338.14674377441406:273.0307674407959:-0.05431786924600601),(336.7469024658203:256.78988456726074:-0.06659727543592453),(333.673095703125:244.50533866882324:-0.0757218599319458)
13-06-2022 @ 09:57:29,Left,(332.16991424560547:366.47300720214844:-3.106234824912235e-09),(306.3264465332031:360.74137687683105:-0.03231346234679222),(283.2343864440918:344.4271659851074:-0.05342205986380577),(267.91608810424805:329.2378520965576:-0.07293777912855148),(255.79265594482422:316.61696434020996:-0.09364239126443863),(297.19112396240234:300.516357421875:-0.036414578557014465),(287.47838973999023:270.55320739746094:-0.05982652306556702),(282.13024139404297:251.74899101257324:-0.07796281576156616),(277.73386001586914:235.7797336578369:-0.09104776382446289),(314.84411239624023:294.08592224121094:-0.0363958440721035),(306.5129852294922:260.63984870910645:-0.058637332171201706),(300.7236862182617:240.34687042236328:-0.07877792418003082),(295.4188537597656:221.94435596466064:-0.09431888908147812),(332.38719940185547:294.7723960876465:-0.03975925222039223),(329.19891357421875:261.6682720184326:-0.061236605048179626),(325.8449172973633:241.28491401672363:-0.08105597645044327),(321.9770050048828:223.4743881225586:-0.09518676996231079),(349.9803161621094:301.84152603149414:-0.04657275229692459),(353.6200714111328:275.45239448547363:-0.06503459066152573),(355.06935119628906:258.37291717529297:-0.07919889688491821),(355.32764434814453:242.7557373046875:-0.09026116132736206)
13-06-2022 @ 09:57:29,Left,(333.41373443603516:369.87831115722656:-2.788496322736478e-09),(308.4193420410156:362.45306968688965:-0.02666889876127243),(286.9136619567871:345.6840133666992:-0.046361200511455536),(271.0839653015137:330.89919090270996:-0.06554549187421799),(256.70373916625977:318.4639835357666:-0.0859992653131485),(297.17145919799805:300.4124164581299:-0.03118593990802765),(286.4643096923828:270.3065013885498:-0.053246259689331055),(280.23963928222656:251.68207168579102:-0.07043532282114029),(275.3403854370117:235.39544105529785:-0.08309800922870636),(313.5141944885254:294.5202827453613:-0.03407498449087143),(305.17202377319336:260.2394199371338:-0.054289739578962326),(299.58141326904297:239.21330451965332:-0.07302792370319366),(294.6701431274414:219.7688627243042:-0.08800467103719711),(330.6488037109375:295.60790061950684:-0.0399608351290226),(326.4379119873047:262.3985195159912:-0.05966336652636528),(323.7312698364258:241.2546730041504:-0.07807985693216324),(320.6679916381836:222.29483127593994:-0.09162496030330658),(348.47835540771484:303.1597423553467:-0.048810917884111404),(351.5245819091797:277.55578994750977:-0.06625385582447052),(352.8380584716797:260.34467697143555:-0.07939460873603821),(353.37852478027344:244.06359672546387:-0.08983203768730164)
13-06-2022 @ 09:57:29,Left,(334.18209075927734:370.7509517669678:-2.797722498115718e-09),(308.3245086669922:362.4975299835205:-0.027993950992822647),(286.31078720092773:345.2475070953369:-0.04855819419026375),(269.7636604309082:330.5489158630371:-0.06863218545913696),(255.57653427124023:318.3665943145752:-0.0899558961391449),(296.38328552246094:300.0643730163574:-0.03149165213108063),(285.79259872436523:269.8004150390625:-0.05394204705953598),(279.9488067626953:251.21867179870605:-0.07163569331169128),(275.62475204467773:234.8984670639038:-0.08463049679994583),(313.11899185180664:294.4222354888916:-0.0341048426926136),(305.6317329406738:259.7608280181885:-0.05442344769835472),(300.51380157470703:238.8716983795166:-0.07374501973390579),(296.0664939880371:219.54332828521729:-0.08910109102725983),(330.3673553466797:295.6776237487793:-0.039879005402326584),(326.5530776977539:262.4923610687256:-0.05928248539566994),(323.87500762939453:241.23779296875:-0.0777624323964119),(320.8656692504883:222.22440719604492:-0.09142620861530304),(348.0933380126953:303.3880805969238:-0.04883410409092903),(351.30176544189453:277.44521141052246:-0.06588286906480789),(352.9844284057617:260.16637802124023:-0.07872681319713593),(353.79138946533203:243.90435218811035:-0.0889563336968422)
13-06-2022 @ 09:57:29,Left,(333.49178314208984:370.68543434143066:-2.428129475262608e-09),(307.1948051452637:362.17503547668457:-0.02184186689555645),(284.445858001709:344.24829483032227:-0.03769276663661003),(268.6446189880371:327.6357364654541:-0.053996093571186066),(254.8584747314453:313.92499923706055:-0.07137244939804077),(295.32371520996094:300.01556396484375:-0.021459462121129036),(283.0131530761719:271.35921478271484:-0.04074417054653168),(275.20822525024414:253.74996185302734:-0.05636300891637802),(268.9609909057617:238.34409713745117:-0.06791554391384125),(311.251277923584:293.3792781829834:-0.02587752602994442),(301.6278648376465:259.11718368530273:-0.043834056705236435),(295.00244140625:238.56400966644287:-0.06210600212216377),(289.0862274169922:219.83799934387207:-0.07646242529153824),(327.88990020751953:293.39086532592773:-0.03324532508850098),(322.31502532958984:260.01256942749023:-0.0511481873691082),(318.5860824584961:239.69258308410645:-0.06889322400093079),(314.40210342407227:221.64844036102295:-0.08161842823028564),(345.5973434448242:299.93677139282227:-0.04325568303465843),(346.6838836669922:272.8348159790039:-0.05938649922609329),(346.55696868896484:255.91169357299805:-0.07167473435401917),(345.36781311035156:240.26681900024414:-0.08113470673561096)
13-06-2022 @ 09:57:30,Left,(333.1150817871094:370.86009979248047:-2.50519094358026e-09),(306.93572998046875:361.7977809906006:-0.02158680371940136),(284.1203498840332:344.00487899780273:-0.037747807800769806),(267.9795265197754:327.599401473999:-0.05440449342131615),(254.56314086914062:314.05025482177734:-0.07212916016578674),(294.67798233032227:300.4353618621826:-0.022509220987558365),(281.47693634033203:271.54890060424805:-0.04217596724629402),(273.4576416015625:253.98842811584473:-0.05764291435480118),(267.0833969116211:238.8054084777832:-0.06901455670595169),(310.6241226196289:293.9070796966553:-0.02728368528187275),(300.695743560791:259.2219829559326:-0.0457434207201004),(294.0718650817871:238.76423835754395:-0.06367210298776627),(288.27016830444336:220.07256031036377:-0.07771503180265427),(327.41004943847656:294.0389156341553:-0.03491252660751343),(321.7266845703125:260.3279399871826:-0.053240031003952026),(317.7598762512207:239.45939540863037:-0.07058095932006836),(313.56420516967773:221.03659629821777:-0.08300615847110748),(345.4093933105469:300.639009475708:-0.04515715315937996),(346.9073486328125:273.39025497436523:-0.061604227870702744),(346.62220001220703:256.2480640411377:-0.07365712523460388),(345.21732330322266:240.3922462463379:-0.08291152864694595)
13-06-2022 @ 09:57:30,Left,(333.0987548828125:371.29672050476074:-1.0129717065154864e-09),(306.22087478637695:363.09788703918457:-0.021688740700483322),(283.36660385131836:346.6430854797363:-0.03646312654018402),(267.55401611328125:330.6895923614502:-0.051311831921339035),(254.84386444091797:318.49310874938965:-0.0671948716044426),(293.4718894958496:301.7643642425537:-0.020271897315979004),(280.9745407104492:272.10545539855957:-0.03715374320745468),(274.27345275878906:253.83347511291504:-0.05112941563129425),(269.54708099365234:237.80884265899658:-0.06159908324480057),(309.1934013366699:294.68241691589355:-0.023357992991805077),(297.7755546569824:260.4412078857422:-0.03877892717719078),(291.51636123657227:240.15375137329102:-0.05540592595934868),(286.5621566772461:221.47722244262695:-0.06870390474796295),(325.9088897705078:294.11733627319336:-0.029169674962759018),(318.45117568969727:261.1815547943115:-0.04509527608752251),(314.2338752746582:241.05963706970215:-0.06215658411383629),(310.3323173522949:223.30872058868408:-0.07448622584342957),(343.8134765625:300.06019592285156:-0.037569381296634674),(344.82261657714844:273.8427543640137:-0.052127938717603683),(344.17274475097656:257.6379203796387:-0.06375951319932938),(342.64671325683594:242.8806495666504:-0.0727362260222435)
13-06-2022 @ 09:57:30,Left,(333.2143783569336:372.7431106567383:-1.7767289861581048e-09),(305.84081649780273:364.40308570861816:-0.020760904997587204),(282.3861503601074:347.0587635040283:-0.03564760833978653),(266.75270080566406:329.9981689453125:-0.05100848153233528),(253.95301818847656:316.46570205688477:-0.06746767461299896),(292.8616142272949:302.8905773162842:-0.01983017288148403),(279.68822479248047:273.925838470459:-0.037763599306344986),(272.25168228149414:256.4142036437988:-0.05235068127512932),(266.8398666381836:240.97658157348633:-0.06328441202640533),(308.7484550476074:295.8281421661377:-0.024364260956645012),(297.88671493530273:261.6082191467285:-0.04131319746375084),(291.5226173400879:241.45139694213867:-0.0588526576757431),(286.4959716796875:222.8307580947876:-0.07270009070634842),(325.51212310791016:295.4383850097656:-0.03167988732457161),(318.2228469848633:262.3901653289795:-0.04891332983970642),(313.6142349243164:242.17143058776855:-0.06628672033548355),(309.37002182006836:223.9665985107422:-0.0787641853094101),(343.62754821777344:301.4790630340576:-0.041529882699251175),(344.1604995727539:274.66243743896484:-0.057331111282110214),(343.35548400878906:257.8744411468506:-0.06941793113946915),(341.67930603027344:242.13855743408203:-0.07865513116121292)
13-06-2022 @ 09:57:30,Left,(333.60107421875:372.7752113342285:-1.9370534065643596e-09),(306.23090744018555:364.43455696105957:-0.020906370133161545),(282.5233840942383:346.86161041259766:-0.03542950004339218),(266.8257141113281:329.51391220092773:-0.05035538598895073),(254.45791244506836:315.6485080718994:-0.0663604885339737),(293.19196701049805:302.9819869995117:-0.019027678295969963),(279.3593406677246:274.2051887512207:-0.036679595708847046),(271.6520309448242:256.6025733947754:-0.051101528108119965),(266.02325439453125:241.016206741333:-0.06190142035484314),(309.0673637390137:295.6878662109375:-0.02325507439672947),(298.1188201904297:261.33273124694824:-0.039680056273937225),(291.7634963989258:241.17244720458984:-0.056930072605609894),(286.74034118652344:222.7331829071045:-0.07057232409715652),(325.67333221435547:295.3238296508789:-0.0303791631013155),(318.42721939086914:262.09479331970215:-0.04734416306018829),(313.8036346435547:241.8431854248047:-0.06474179774522781),(309.5413398742676:223.68762016296387:-0.07723338901996613),(343.6139678955078:301.63052558898926:-0.04003264382481575),(344.2899703979492:274.97076988220215:-0.05583885312080383),(343.3984375:258.1534481048584:-0.06800606846809387),(341.6931915283203:242.4726104736328:-0.07726921141147614)
13-06-2022 @ 09:57:30,Left,(334.07470703125:372.777156829834:-1.6530015134463838e-09),(306.5597343444824:365.02418518066406:-0.026726512238383293),(283.14586639404297:347.5290298461914:-0.043863773345947266),(267.4746513366699:330.2428150177002:-0.060371436178684235),(255.1656150817871:316.0663032531738:-0.0777682289481163),(292.79613494873047:302.9216766357422:-0.02424507960677147),(280.8489227294922:272.4905776977539:-0.04285415634512901),(274.2575454711914:254.0617275238037:-0.058013126254081726),(269.66835021972656:237.95069217681885:-0.06929304450750351),(309.09854888916016:295.91503143310547:-0.0256345197558403),(299.2463493347168:260.97490310668945:-0.042950212955474854),(293.5685157775879:240.4145908355713:-0.06115836650133133),(289.090576171875:221.47507667541504:-0.07533819228410721),(326.03084564208984:295.4259967803955:-0.030245965346693993),(319.2206001281738:262.3513698577881:-0.04774927347898483),(315.10852813720703:242.06414222717285:-0.06596368551254272),(311.1615562438965:223.89212608337402:-0.07888917624950409),(344.2301559448242:301.28047943115234:-0.037892673164606094),(344.80358123779297:274.48513984680176:-0.05389801785349846),(343.95092010498047:257.6183223724365:-0.06668657809495926),(342.07950592041016:241.89285278320312:-0.07636383920907974)
13-06-2022 @ 09:57:30,Left,(334.1887664794922:372.64657974243164:-1.5790787566416498e-09),(306.6395568847656:364.94585037231445:-0.026996970176696777),(283.1929016113281:347.54785537719727:-0.0442899726331234),(267.6027297973633:330.36314964294434:-0.060887906700372696),(255.61338424682617:316.2894630432129:-0.07838309556245804),(292.8055000305176:303.0760860443115:-0.024994270876049995),(280.8575630187988:272.72008895874023:-0.04376273229718208),(274.2669486999512:254.3049430847168:-0.05896320566534996),(269.6820640563965:238.1429958343506:-0.0702669769525528),(309.0468978881836:295.96964836120605:-0.02630743943154812),(299.07066345214844:261.0519504547119:-0.04381175339221954),(293.3547592163086:240.50007820129395:-0.062067676335573196),(288.8723373413086:221.50620460510254:-0.07628609985113144),(325.96752166748047:295.39804458618164:-0.03082997538149357),(318.9137840270996:262.3523712158203:-0.048502255231142044),(314.7818183898926:242.03438758850098:-0.06680001318454742),(310.91283798217773:223.80755424499512:-0.07977046072483063),(344.1996383666992:301.1622619628906:-0.03838767483830452),(344.64111328125:274.39104080200195:-0.054508961737155914),(343.85841369628906:257.54968643188477:-0.06735286116600037),(342.10227966308594:241.8244743347168:-0.07705860584974289)
13-06-2022 @ 09:57:30,Left,(329.2683792114258:373.42529296875:-3.0498521486066466e-09),(303.21374893188477:360.5942916870117:-0.027934346348047256),(281.1895561218262:341.73359870910645:-0.04883592575788498),(266.58403396606445:326.51819229125977:-0.06961935758590698),(257.34439849853516:311.9802474975586:-0.09141596406698227),(292.7639389038086:300.40626525878906:-0.029587674885988235),(285.2060127258301:269.88264083862305:-0.05220327898859978),(281.26609802246094:251.05937004089355:-0.07037942111492157),(277.8755760192871:234.3424129486084:-0.08361778408288956),(311.13786697387695:295.80053329467773:-0.0324525460600853),(305.23746490478516:260.44724464416504:-0.053419191390275955),(300.9026527404785:239.382963180542:-0.07345838844776154),(296.08707427978516:219.28802490234375:-0.0891391932964325),(329.7400665283203:297.5273609161377:-0.03858719766139984),(327.9331970214844:264.0351104736328:-0.057744476944208145),(325.5189895629883:243.13161849975586:-0.07520128041505814),(321.89510345458984:224.81833934783936:-0.0881185382604599),(348.5305404663086:305.17072677612305:-0.048172347247600555),(352.1154022216797:278.9805793762207:-0.06427215784788132),(353.4789276123047:261.7151927947998:-0.07599614560604095),(353.0328369140625:245.0387477874756:-0.08543815463781357)
13-06-2022 @ 09:57:30,Left,(328.1321334838867:371.321382522583:-1.1670697741550384e-09),(302.07550048828125:353.5502529144287:-0.014368165284395218),(282.92680740356445:329.9249839782715:-0.026648838073015213),(272.6005744934082:312.5386047363281:-0.04118317738175392),(267.35246658325195:299.8875331878662:-0.05706232413649559),(296.4728355407715:295.34122467041016:-0.011453414335846901),(293.0197334289551:267.4375534057617:-0.029172636568546295),(289.8199272155762:249.05902862548828:-0.04436534643173218),(286.73667907714844:233.98907661437988:-0.05540698766708374),(312.44739532470703:294.1357612609863:-0.01948922500014305),(310.21528244018555:262.4392604827881:-0.03508687764406204),(306.1627388000488:243.22325706481934:-0.05184276029467583),(301.4757537841797:225.72030544281006:-0.06556504964828491),(329.1158676147461:298.037052154541:-0.030462265014648438),(330.0613784790039:267.0121765136719:-0.04624759778380394),(327.9041290283203:246.04459762573242:-0.06190501153469086),(324.3637466430664:228.89292240142822:-0.07394234091043472),(346.5256881713867:306.78211212158203:-0.04403768852353096),(353.2324981689453:283.01459312438965:-0.05797785520553589),(354.4856643676758:266.75700187683105:-0.0684228464961052),(353.42281341552734:252.4614143371582:-0.07725398987531662)
13-06-2022 @ 09:57:30,Left,(325.1958465576172:370.5446434020996:-1.6874984742898391e-09),(301.0890769958496:353.9367485046387:-0.015917103737592697),(283.7266540527344:330.0285243988037:-0.028990749269723892),(274.82202529907227:311.6763210296631:-0.04381542652845383),(269.4153594970703:297.98492431640625:-0.06013103201985359),(298.8625144958496:295.5308532714844:-0.01481209322810173),(295.10913848876953:267.69267082214355:-0.03339172899723053),(291.90221786499023:249.09029960632324:-0.04929580166935921),(288.8527297973633:233.53609085083008:-0.060876041650772095),(314.1885566711426:294.402379989624:-0.022134551778435707),(311.7824935913086:262.67088890075684:-0.03908281773328781),(307.2898483276367:243.1406593322754:-0.05713774263858795),(302.40283966064453:225.90396881103516:-0.07166142761707306),(329.71168518066406:298.77708435058594:-0.03225565701723099),(331.44081115722656:267.42902755737305:-0.04955998808145523),(328.9242172241211:246.0527229309082:-0.06698168814182281),(325.3090286254883:229.22870635986328:-0.08001473546028137),(345.7698440551758:308.10522079467773:-0.044794466346502304),(353.0172348022461:284.70431327819824:-0.059998754411935806),(353.7574005126953:268.32655906677246:-0.07162026315927505),(352.2256851196289:254.12724494934082:-0.0812586322426796)
